client_id,clnt_tenure_yr,clnt_tenure_mnth,clnt_age,gendr,num_accts,bal,calls_6_mnth,logons_6_mnth,Variation,process_step
1184798,22.0,271.0,31.0,M,2.0,102184.51,6.0,9.0,Control,4
9649700,6.0,76.0,45.0,U,2.0,98050.36,5.0,8.0,Control,4
9562829,12.0,149.0,59.0,M,2.0,82455.92,4.0,7.0,Control,0
1616090,11.0,134.0,49.5,M,4.0,225179.3,6.0,9.0,Control,4
19613,7.0,84.0,26.0,U,2.0,69056.51999999999,4.0,7.0,Control,0
5760138,5.0,70.0,38.5,U,2.0,40744.98,1.0,4.0,Control,4
498584,5.0,63.0,25.0,U,2.0,38399.8,6.0,9.0,Control,2
8877861,9.0,108.0,27.5,F,2.0,58740.83,1.0,4.0,Control,4
4363111,5.0,60.0,40.5,U,2.0,77006.61,2.0,5.0,Control,4
3785527,7.0,95.0,53.0,U,2.0,424391.73,6.0,9.0,Control,2
525332,16.0,192.0,75.5,M,2.0,805675.4800000001,3.0,6.0,Control,4
7033750,6.0,78.0,43.0,U,2.0,35789.6,2.0,5.0,Control,1
3113411,4.0,59.0,57.0,U,2.0,147591.28,5.0,8.0,Control,4
6774935,2.0,34.0,40.0,U,2.0,30243.54,0.0,3.0,Control,3
1522892,6.0,82.0,80.0,M,2.0,31190.76,1.0,4.0,Control,2
8052234,6.0,75.0,26.5,F,3.0,66045.53,1.0,4.0,Control,4
4706105,12.0,153.0,45.5,F,2.0,38002.97,0.0,3.0,Control,4
7393906,4.0,57.0,61.0,U,2.0,25095.03,0.0,3.0,Control,0
1213731,11.0,136.0,60.0,F,2.0,126957.3,6.0,9.0,Control,0
4568422,7.0,88.0,26.0,U,2.0,39642.78,6.0,9.0,Control,4
7634298,8.0,97.0,32.0,U,2.0,108818.04,1.0,4.0,Control,0
8095059,7.0,89.0,60.5,U,2.0,31426.82,6.0,9.0,Control,4
5757843,14.0,178.0,31.5,F,2.0,26496.1,0.0,3.0,Control,4
4592284,5.0,70.0,27.0,U,2.0,45204.81,4.0,7.0,Control,3
9944167,10.0,131.0,33.0,F,4.0,247912.0,3.0,6.0,Control,4
1577980,7.0,94.0,41.5,U,2.0,30493.6,1.0,4.0,Control,4
9107587,12.0,155.0,47.0,F,3.0,90340.84,0.0,3.0,Control,0
7295752,21.0,258.0,50.5,M,2.0,120662.15,5.0,8.0,Control,4
5811895,20.0,249.0,51.5,M,3.0,3041297.69,6.0,9.0,Control,4
6456062,14.0,178.0,70.5,F,2.0,321327.53,4.0,7.0,Control,4
3736510,23.0,278.0,66.0,F,2.0,90558.94,5.0,8.0,Control,0
6170523,14.0,169.0,53.5,F,4.0,187082.78,6.0,9.0,Control,4
7164949,8.0,97.0,21.5,U,2.0,38235.79,2.0,5.0,Control,4
2774213,4.0,59.0,60.0,U,2.0,125888.3,3.0,6.0,Control,4
9245447,33.0,404.0,68.0,F,2.0,660960.91,2.0,5.0,Control,3
9137577,10.0,121.0,38.0,M,3.0,99121.76,5.0,8.0,Control,2
4317374,9.0,114.0,39.5,M,3.0,45913.61,1.0,4.0,Control,4
6978265,15.0,189.0,54.5,F,2.0,27685.52,2.0,5.0,Control,4
2818303,4.0,59.0,49.5,U,2.0,44377.89,2.0,5.0,Control,4
8536644,23.0,283.0,74.5,M,3.0,681691.4600000001,1.0,4.0,Control,4
9276875,12.0,151.0,52.0,F,2.0,53918.63,0.0,3.0,Control,4
8713803,7.0,94.0,60.5,U,2.0,63868.47,0.0,3.0,Control,4
9752938,13.0,160.0,43.0,U,2.0,84740.53,5.0,8.0,Control,0
9957316,7.0,93.0,28.0,U,3.0,48104.35,6.0,9.0,Control,4
835034,15.0,185.0,39.5,M,2.0,129827.58,1.0,4.0,Control,4
2391782,12.0,152.0,61.0,M,2.0,74860.06,2.0,5.0,Control,4
5109271,15.0,181.0,45.0,M,3.0,97911.85,2.0,5.0,Control,3
9521738,17.0,213.0,61.0,F,2.0,88517.95999999999,0.0,3.0,Control,0
2236425,9.0,109.0,43.0,M,2.0,68951.58,3.0,6.0,Control,2
5098792,8.0,107.0,64.0,M,2.0,43128.63,3.0,6.0,Control,3
8937638,4.0,58.0,26.0,U,2.0,30783.05,1.0,4.0,Control,0
8262801,5.0,71.0,36.5,U,2.0,39563.72,6.0,9.0,Control,4
1366366,9.0,109.0,27.0,U,2.0,45904.77,1.0,4.0,Control,4
4855296,28.0,343.0,76.5,M,3.0,50076.4,6.0,9.0,Control,4
743562,6.0,78.0,54.0,U,2.0,39096.37,1.0,4.0,Control,0
8299642,12.0,148.0,44.0,M,3.0,173766.06,4.0,7.0,Control,0
6202655,15.0,189.0,44.0,M,3.0,406106.82,5.0,8.0,Control,0
6486767,32.0,394.0,76.0,F,2.0,110258.82,2.0,5.0,Control,4
2138300,6.0,73.0,31.0,U,2.0,33639.55,0.0,3.0,Control,1
1765350,16.0,194.0,56.0,M,2.0,144439.97,0.0,3.0,Control,0
5979202,5.0,65.0,32.5,U,2.0,44196.41,3.0,6.0,Control,4
5567727,26.0,323.0,54.5,M,4.0,596257.7000000001,6.0,9.0,Control,4
2089071,14.0,177.0,38.0,F,2.0,32381.85,1.0,4.0,Control,4
8076343,6.0,80.0,50.0,U,2.0,58415.54,5.0,8.0,Control,3
3836346,7.0,88.0,51.5,U,2.0,49400.96,4.0,7.0,Control,4
2159243,7.0,88.0,44.5,U,2.0,48122.66,3.0,6.0,Control,4
7731412,13.0,160.0,67.5,F,2.0,83706.43,5.0,8.0,Control,4
3497471,10.0,130.0,51.5,F,2.0,78743.65,3.0,6.0,Control,4
9671222,6.0,81.0,28.0,U,2.0,50367.17999999999,6.0,9.0,Control,2
6352478,11.0,137.0,56.5,F,2.0,421891.93,3.0,6.0,Control,4
9476669,26.0,317.0,74.5,F,2.0,30502.86,5.0,8.0,Control,4
6441862,10.0,122.0,37.0,M,2.0,26914.83,2.0,5.0,Control,4
6793640,27.0,324.0,67.5,F,2.0,39009.88,0.0,3.0,Control,4
8422670,4.0,58.0,22.5,U,3.0,39175.65,6.0,9.0,Control,4
5523096,12.0,147.0,61.5,F,2.0,669676.9800000001,6.0,9.0,Control,4
1914701,16.0,192.0,65.0,F,2.0,87419.91,4.0,7.0,Control,4
2011854,16.0,194.0,57.5,M,2.0,145382.72999999998,3.0,6.0,Control,4
6252754,11.0,139.0,51.0,F,2.0,177096.02000000002,6.0,9.0,Control,3
2204585,10.0,123.0,50.0,F,2.0,162938.66999999998,6.0,9.0,Control,1
9967723,14.0,179.0,80.0,F,2.0,75053.41,2.0,6.0,Control,3
4699938,14.0,178.0,32.5,M,2.0,33550.05,4.0,7.0,Control,4
5765798,16.0,199.0,49.0,M,2.0,377759.76,0.0,3.0,Control,4
1826311,26.0,320.0,65.5,F,3.0,345997.0,6.0,9.0,Control,4
6980657,15.0,186.0,63.0,M,2.0,92357.64,6.0,9.0,Control,1
2319207,16.0,193.0,39.0,M,2.0,64113.56,4.0,7.0,Control,3
1651697,14.0,179.0,31.5,M,2.0,29668.38,1.0,4.0,Control,4
8905762,7.0,85.0,37.0,M,2.0,119852.83,3.0,6.0,Control,2
4955646,27.0,324.0,25.5,F,3.0,45229.08,2.0,5.0,Control,4
7407660,13.0,162.0,49.5,F,3.0,76614.38,2.0,6.0,Control,4
5587603,15.0,187.0,44.0,U,3.0,155077.41999999998,5.0,8.0,Control,4
5572164,9.0,118.0,39.0,M,2.0,43018.85,2.0,5.0,Control,3
2727403,14.0,174.0,49.5,M,3.0,137402.16,2.0,5.0,Control,4
2316123,24.0,298.0,68.0,F,3.0,190410.09000000003,0.0,3.0,Control,3
3271713,23.0,277.0,76.0,M,2.0,425519.6,6.0,9.0,Control,3
2232133,18.0,222.0,26.0,F,3.0,62314.51,6.0,9.0,Control,2
5850123,31.0,376.0,71.0,M,2.0,242078.58,3.0,6.0,Control,3
117320,13.0,159.0,58.0,F,2.0,44851.36,3.0,6.0,Control,4
2512568,15.0,181.0,66.5,F,2.0,531222.9500000001,1.0,6.0,Control,4
3750841,5.0,68.0,28.5,F,2.0,30279.22,0.0,3.0,Control,4
547156,15.0,190.0,67.5,F,2.0,115951.18,1.0,4.0,Control,4
1209146,13.0,157.0,60.5,F,2.0,45882.77,3.0,6.0,Control,4
105623,10.0,121.0,36.0,U,2.0,25662.19,6.0,9.0,Control,4
2331309,16.0,198.0,34.5,M,3.0,200213.79,6.0,9.0,Control,4
1687124,4.0,54.0,43.5,U,2.0,75541.04999999999,0.0,3.0,Control,4
8830525,12.0,152.0,69.0,M,4.0,973798.2,6.0,9.0,Control,3
7449101,9.0,108.0,32.5,F,3.0,55731.25,5.0,8.0,Control,4
2967584,8.0,98.0,22.5,U,2.0,42836.83,0.0,3.0,Control,4
2652663,19.0,235.0,46.0,F,3.0,553409.13,6.0,9.0,Control,0
6578768,17.0,213.0,44.5,F,2.0,59290.9,2.0,5.0,Control,4
2555200,15.0,183.0,36.5,M,2.0,32202.91,1.0,4.0,Control,4
867700,15.0,182.0,60.0,M,2.0,330260.42,2.0,9.0,Control,0
6809855,5.0,68.0,64.0,U,2.0,32559.56,0.0,3.0,Control,0
1734338,24.0,288.0,56.5,M,2.0,64493.92,6.0,9.0,Control,4
9872392,22.0,275.0,54.5,M,2.0,168628.90999999997,1.0,4.0,Control,4
3616483,22.0,268.0,40.5,F,3.0,272514.15,0.0,3.0,Control,4
6227816,20.0,250.0,75.5,F,2.0,33106.13,2.0,5.0,Control,4
8507124,15.0,180.0,46.5,M,2.0,58127.77,0.0,3.0,Control,4
4197158,8.0,98.0,48.0,M,2.0,87578.35,6.0,9.0,Control,0
4204378,5.0,70.0,54.5,U,2.0,48444.5,0.0,3.0,Control,4
8768226,11.0,142.0,75.0,M,2.0,34418.06,4.0,7.0,Control,3
6946004,6.0,75.0,59.5,F,2.0,209368.19,6.0,9.0,Control,4
3131510,11.0,142.0,29.5,M,3.0,125300.49,6.0,9.0,Control,4
7472061,10.0,130.0,28.5,F,2.0,110057.4,3.0,6.0,Control,4
7832460,4.0,59.0,24.5,U,2.0,50912.67,6.0,9.0,Control,4
9820934,7.0,85.0,31.5,U,2.0,26326.59,1.0,4.0,Control,4
6492638,3.0,40.0,42.5,U,3.0,54311.48,4.0,7.0,Control,4
8788749,6.0,77.0,33.0,U,3.0,76405.98,5.0,8.0,Control,1
1039176,7.0,94.0,34.0,U,2.0,116457.82,1.0,4.0,Control,2
3695514,16.0,193.0,58.5,M,2.0,57763.56,1.0,4.0,Control,4
4671064,7.0,95.0,57.0,U,2.0,44449.98,2.0,5.0,Control,4
6952282,13.0,167.0,33.0,M,3.0,327363.6,5.0,9.0,Control,0
8128128,13.0,164.0,70.0,F,2.0,167303.99,1.0,4.0,Control,1
3704541,6.0,78.0,52.0,U,2.0,29253.02,0.0,3.0,Control,0
5939898,12.0,145.0,32.0,F,3.0,114545.78,2.0,5.0,Control,4
1579430,7.0,85.0,46.0,U,5.0,187332.29,5.0,8.0,Control,4
3019793,15.0,191.0,63.0,F,2.0,60124.55,0.0,3.0,Control,3
9635965,15.0,180.0,36.0,F,2.0,53071.65,0.0,3.0,Control,0
6698397,7.0,92.0,31.5,U,2.0,61552.75,1.0,4.0,Control,4
5996130,11.0,134.0,49.5,F,3.0,139092.41999999998,3.0,7.0,Control,4
9997114,22.0,264.0,44.5,M,2.0,80740.79999999999,1.0,4.0,Control,4
5078416,6.0,78.0,39.5,U,3.0,72946.36,4.0,8.0,Control,4
2531839,9.0,110.0,34.0,F,2.0,80593.82,6.0,9.0,Control,0
1371807,5.0,66.0,54.5,U,2.0,48891.26,1.0,4.0,Control,4
3018537,8.0,102.0,22.0,U,2.0,60834.69,6.0,9.0,Control,3
238154,14.0,177.0,52.5,M,2.0,23953.4,6.0,9.0,Control,4
6845739,9.0,108.0,32.5,M,2.0,47003.16,2.0,5.0,Control,4
8752263,14.0,175.0,32.5,F,3.0,91267.5,3.0,6.0,Control,4
6206573,4.0,49.0,57.0,U,2.0,88454.07,3.0,6.0,Control,3
7974180,5.0,60.0,27.0,U,3.0,32345.7,5.0,8.0,Control,4
1179943,35.0,430.0,62.0,M,4.0,1308030.19,3.0,6.0,Control,1
7507111,5.0,66.0,26.0,U,3.0,64305.4,6.0,9.0,Control,0
4784017,9.0,110.0,40.0,M,2.0,31522.95,2.0,5.0,Control,2
7276218,7.0,92.0,21.0,U,2.0,27966.1,6.0,9.0,Control,2
2706190,11.0,133.0,43.5,F,2.0,49514.33,6.0,9.0,Control,4
5071081,5.0,70.0,44.0,F,2.0,28427.86,1.0,4.0,Control,0
7782643,19.0,239.0,49.0,M,2.0,970504.45,6.0,9.0,Control,3
4159174,5.0,69.0,71.5,U,3.0,68192.4,5.0,8.0,Control,4
7498991,4.0,57.0,22.0,U,2.0,32849.64,6.0,9.0,Control,4
6416273,6.0,74.0,60.5,M,2.0,327077.59,6.0,9.0,Control,4
1641262,11.0,136.0,52.0,F,2.0,49304.49,5.0,8.0,Control,4
5729982,4.0,59.0,30.0,U,2.0,32508.81,0.0,3.0,Control,4
5472852,23.0,285.0,58.5,M,3.0,299357.78,5.0,8.0,Control,4
8235640,23.0,277.0,51.5,U,3.0,162776.08000000002,4.0,7.0,Control,4
1494303,20.0,250.0,65.0,M,3.0,224566.62,6.0,9.0,Control,2
6409101,16.0,198.0,40.0,M,2.0,56082.6,0.0,3.0,Control,4
4578721,17.0,215.0,48.5,F,2.0,90749.98,2.0,5.0,Control,4
7584428,13.0,156.0,53.5,F,2.0,272550.49,3.0,6.0,Control,4
6901075,7.0,86.0,72.0,U,2.0,173415.03999999998,5.0,8.0,Control,3
2946301,14.0,178.0,26.5,M,2.0,34423.66,6.0,9.0,Control,4
4657154,30.0,371.0,69.0,F,3.0,876442.99,6.0,9.0,Control,0
7058142,6.0,82.0,56.5,U,2.0,79139.44,5.0,8.0,Control,4
9173347,17.0,204.0,63.0,F,2.0,33093.759999999995,2.0,5.0,Control,3
3487399,7.0,86.0,60.0,U,2.0,54155.71,3.0,6.0,Control,2
4491137,12.0,152.0,56.0,M,4.0,79744.86,6.0,9.0,Control,4
6759344,10.0,125.0,66.5,M,3.0,782653.4500000001,6.0,9.0,Control,4
5166587,6.0,78.0,26.5,U,3.0,69907.72,6.0,9.0,Control,4
7526606,6.0,75.0,71.0,U,2.0,56016.94,4.0,7.0,Control,3
5791603,9.0,111.0,58.5,M,2.0,44642.08,6.0,9.0,Control,4
6945242,12.0,153.0,41.0,M,2.0,27123.85,1.0,4.0,Control,0
9506343,7.0,93.0,29.0,F,2.0,36058.72,1.0,4.0,Control,0
6900644,13.0,167.0,39.5,M,2.0,58730.4,2.0,5.0,Control,4
6045882,6.0,73.0,39.5,M,2.0,34666.17,3.0,6.0,Control,4
6732225,7.0,84.0,25.0,U,2.0,50139.08,1.0,4.0,Control,3
706123,3.0,46.0,59.5,F,2.0,148464.13,2.0,5.0,Control,4
1659643,11.0,142.0,32.0,F,2.0,33791.49,0.0,3.0,Control,4
32859,4.0,48.0,66.0,U,2.0,36500.69,1.0,4.0,Control,3
2762642,4.0,58.0,38.0,U,2.0,27286.92,2.0,5.0,Control,4
5336960,22.0,275.0,28.0,M,2.0,24574.04,0.0,3.0,Control,4
8420398,24.0,290.0,58.0,F,2.0,167797.2,5.0,8.0,Control,3
4509405,20.0,241.0,37.5,M,3.0,88783.51999999999,2.0,5.0,Control,4
4044195,5.0,71.0,51.0,U,2.0,36591.49,2.0,5.0,Control,3
9804197,8.0,96.0,31.0,U,2.0,72442.7,6.0,9.0,Control,4
6633300,15.0,190.0,77.0,F,2.0,120055.77,6.0,9.0,Control,4
7537987,13.0,160.0,36.0,M,2.0,58995.29,6.0,9.0,Control,4
9530114,9.0,113.0,54.5,M,2.0,36614.78,4.0,7.0,Control,4
4102473,4.0,57.0,30.0,U,3.0,38370.01,0.0,3.0,Control,4
8504863,4.0,58.0,59.5,U,2.0,27099.77,0.0,3.0,Control,4
1350115,9.0,109.0,32.5,M,2.0,80430.19,2.0,5.0,Control,4
5769238,6.0,78.0,44.0,U,2.0,66416.81,0.0,3.0,Control,0
9441943,3.0,45.0,55.5,M,2.0,1319355.69,6.0,9.0,Control,4
9058208,23.0,284.0,55.5,F,3.0,154942.28999999998,6.0,9.0,Control,4
950296,7.0,94.0,69.0,U,2.0,34547.81,3.0,6.0,Control,3
7733673,5.0,61.0,49.5,U,3.0,83807.23,6.0,9.0,Control,4
7726539,7.0,93.0,23.5,U,2.0,75294.22,6.0,9.0,Control,4
923946,4.0,59.0,38.5,U,2.0,24239.7,2.0,5.0,Control,4
9130383,15.0,186.0,40.5,M,2.0,644808.68,6.0,9.0,Control,4
3331063,6.0,82.0,55.5,M,2.0,1247663.54,6.0,9.0,Control,4
3046703,6.0,74.0,33.0,U,3.0,59487.76,6.0,9.0,Control,4
1436536,7.0,88.0,46.5,U,2.0,123684.98,0.0,3.0,Control,4
4366051,24.0,294.0,63.0,M,3.0,741210.9500000001,5.0,8.0,Control,0
3817564,22.0,270.0,38.5,M,3.0,701561.52,6.0,9.0,Control,4
2077336,22.0,268.0,72.0,M,2.0,29695.76,6.0,9.0,Control,3
6521758,19.0,238.0,41.5,F,4.0,142113.47999999998,4.0,7.0,Control,4
4784867,17.0,211.0,43.5,F,2.0,66968.01999999999,0.0,3.0,Control,4
27554,16.0,194.0,36.0,M,2.0,88188.19,3.0,6.0,Control,4
812876,14.0,178.0,38.0,F,2.0,115448.15,4.0,7.0,Control,0
4085599,9.0,119.0,43.0,M,2.0,37823.72,0.0,3.0,Control,2
715865,20.0,240.0,66.5,M,2.0,49030.37,6.0,9.0,Control,4
1133121,6.0,75.0,72.0,U,2.0,316948.36,4.0,7.0,Control,1
1927754,13.0,166.0,50.0,M,2.0,64790.66,1.0,4.0,Control,2
552649,10.0,124.0,38.0,M,2.0,309148.38,3.0,6.0,Control,1
5429742,11.0,142.0,40.0,F,2.0,29614.95,0.0,3.0,Control,2
3761960,10.0,127.0,54.5,F,2.0,90991.73,4.0,7.0,Control,4
1392234,7.0,95.0,53.0,U,2.0,122250.89,5.0,8.0,Control,4
8621740,5.0,60.0,35.5,F,2.0,64339.32,0.0,4.0,Control,4
4137479,5.0,71.0,20.5,U,3.0,35636.54,3.0,6.0,Control,4
7464268,7.0,84.0,28.5,U,3.0,60634.96,4.0,7.0,Control,4
6161613,7.0,85.0,32.0,U,2.0,108008.16,4.0,7.0,Control,4
7324480,17.0,214.0,72.0,F,2.0,119992.69,6.0,9.0,Control,2
2692947,12.0,148.0,31.0,M,3.0,28288.79,6.0,9.0,Control,0
1384630,6.0,83.0,55.0,U,2.0,50414.9,0.0,3.0,Control,3
3217890,14.0,178.0,46.5,F,4.0,540999.27,0.0,3.0,Control,4
6135653,15.0,191.0,56.5,M,4.0,278476.95,6.0,9.0,Control,4
3598438,35.0,423.0,78.5,M,2.0,31830.56,0.0,4.0,Control,4
3492370,12.0,151.0,28.0,F,2.0,29942.17,6.0,9.0,Control,3
4196060,22.0,274.0,66.5,F,2.0,292281.4,1.0,4.0,Control,4
1523453,20.0,244.0,50.0,F,2.0,45985.76,0.0,3.0,Control,0
797239,19.0,230.0,71.0,F,2.0,248563.39,6.0,9.0,Control,3
2889999,19.0,229.0,62.5,F,2.0,43557.66,2.0,5.0,Control,4
1733552,15.0,183.0,61.5,M,2.0,79307.13,5.0,8.0,Control,4
4847745,12.0,145.0,29.5,M,2.0,55289.11,6.0,9.0,Control,4
3789163,7.0,84.0,31.0,U,2.0,33151.57,1.0,4.0,Control,2
628060,4.0,59.0,81.0,M,3.0,226752.2,3.0,6.0,Control,1
1255626,16.0,192.0,41.5,F,3.0,103512.07,1.0,4.0,Control,4
242241,11.0,143.0,38.0,U,2.0,30190.75,1.0,4.0,Control,1
8412454,4.0,58.0,50.5,M,2.0,30722.51,1.0,4.0,Control,4
8243653,5.0,63.0,27.5,F,2.0,48954.99,6.0,9.0,Control,4
9823479,6.0,74.0,34.0,F,2.0,80461.76,3.0,6.0,Control,4
1666275,11.0,142.0,32.0,F,2.0,33406.14,0.0,3.0,Control,0
2256413,13.0,159.0,52.0,M,2.0,152668.55,6.0,9.0,Control,4
3305488,7.0,85.0,56.0,U,3.0,47907.97,4.0,8.0,Control,4
7396897,5.0,67.0,25.0,F,2.0,51729.9,6.0,9.0,Control,3
9453906,14.0,176.0,60.5,M,2.0,248295.53,0.0,3.0,Control,4
2855654,11.0,138.0,25.0,F,2.0,96234.71,1.0,4.0,Control,3
2926683,4.0,59.0,48.5,U,2.0,40391.98,0.0,3.0,Control,4
6959360,25.0,309.0,71.5,M,2.0,23857.26,1.0,4.0,Control,4
5039552,15.0,189.0,47.5,F,2.0,27509.12,1.0,4.0,Control,4
5833025,9.0,113.0,50.0,M,2.0,519202.09,3.0,6.0,Control,1
9040093,24.0,296.0,72.0,F,2.0,352397.97,3.0,6.0,Control,0
3185322,20.0,246.0,63.0,U,2.0,67776.35,5.0,8.0,Control,0
3730736,19.0,229.0,37.5,F,5.0,88223.23999999999,6.0,9.0,Control,4
4630285,17.0,215.0,66.5,F,2.0,128892.29,6.0,9.0,Control,4
9627857,5.0,69.0,56.0,U,2.0,321982.61,1.0,5.0,Control,3
7018373,18.0,218.0,54.0,M,2.0,55643.73,6.0,9.0,Control,3
2030016,7.0,86.0,45.5,U,2.0,43886.44,6.0,9.0,Control,4
5863707,15.0,190.0,41.0,M,2.0,105988.34,4.0,7.0,Control,3
6445823,12.0,146.0,28.0,F,2.0,33160.56,3.0,6.0,Control,4
322174,6.0,76.0,57.0,U,2.0,35083.0,1.0,5.0,Control,3
975117,5.0,69.0,40.0,U,3.0,53941.03,5.0,8.0,Control,0
8798725,6.0,83.0,38.5,U,3.0,76140.26999999999,5.0,8.0,Control,4
4846832,10.0,128.0,57.0,M,2.0,751327.9,5.0,8.0,Control,4
1053249,4.0,57.0,58.0,U,3.0,545865.38,6.0,9.0,Control,3
1215090,11.0,134.0,44.5,M,2.0,742405.18,1.0,4.0,Control,4
5171794,13.0,166.0,64.0,M,2.0,354101.8,6.0,9.0,Control,4
4955045,7.0,87.0,32.0,U,2.0,157171.09999999998,1.0,4.0,Control,1
6064573,17.0,213.0,40.5,M,2.0,146255.74,4.0,7.0,Control,4
9187008,30.0,370.0,55.5,M,2.0,33696.44,1.0,4.0,Control,4
2766627,15.0,189.0,53.0,F,2.0,32297.0,6.0,9.0,Control,3
312726,7.0,92.0,28.5,F,2.0,26378.28,3.0,6.0,Control,4
8152690,14.0,173.0,49.5,F,2.0,143527.94,1.0,4.0,Control,4
2465119,4.0,59.0,30.0,U,3.0,135127.93,5.0,8.0,Control,4
8563982,16.0,194.0,47.5,F,2.0,329129.01,1.0,4.0,Control,4
7277362,23.0,280.0,49.5,U,3.0,88738.2,0.0,3.0,Control,4
9165808,22.0,264.0,58.5,F,2.0,100592.31,6.0,9.0,Control,4
465162,21.0,256.0,23.5,M,2.0,28602.91,2.0,5.0,Control,4
8815612,21.0,254.0,68.0,F,2.0,102097.92,6.0,9.0,Control,1
1547591,11.0,137.0,62.5,M,2.0,45243.35,1.0,4.0,Control,4
626839,11.0,143.0,38.0,F,2.0,123302.69,3.0,6.0,Control,4
9369525,4.0,58.0,22.0,U,3.0,38413.97,1.0,4.0,Control,0
3347429,14.0,169.0,55.0,M,4.0,1219856.38,3.0,6.0,Control,4
7776747,3.0,44.0,47.5,U,2.0,33478.59,4.0,7.0,Control,4
1890387,5.0,70.0,22.0,U,2.0,31199.54,1.0,4.0,Control,0
7724904,27.0,335.0,69.5,F,3.0,67620.12,5.0,8.0,Control,4
6383840,14.0,168.0,47.0,U,2.0,31027.8,1.0,4.0,Control,3
2531123,4.0,58.0,27.0,U,2.0,27932.11,5.0,8.0,Control,2
9408108,9.0,112.0,23.5,M,2.0,37477.16,6.0,9.0,Control,4
4496177,5.0,67.0,21.5,U,2.0,54157.33,6.0,9.0,Control,4
7927686,6.0,72.0,64.0,U,3.0,152847.71,3.0,6.0,Control,4
4311764,6.0,77.0,37.5,U,2.0,69657.2,1.0,4.0,Control,4
502017,13.0,166.0,63.5,F,3.0,62041.99,4.0,7.0,Control,4
9443987,16.0,195.0,68.0,F,2.0,190670.74,2.0,5.0,Control,1
5314475,15.0,186.0,44.5,F,2.0,401891.04,0.0,3.0,Control,4
209090,13.0,164.0,38.0,F,2.0,40524.23,5.0,8.0,Control,2
6893953,30.0,371.0,54.0,M,2.0,50267.51,6.0,9.0,Control,4
7414809,11.0,132.0,29.0,F,2.0,44513.14,0.0,3.0,Control,3
6904174,8.0,105.0,32.5,F,3.0,59768.27,6.0,9.0,Control,4
8463837,5.0,71.0,48.5,U,2.0,28921.91,0.0,3.0,Control,4
1017730,10.0,123.0,75.5,M,2.0,605744.0,6.0,9.0,Control,4
159268,22.0,275.0,61.5,M,3.0,212553.62,5.0,8.0,Control,4
1548256,17.0,210.0,33.0,M,3.0,341797.36,3.0,6.0,Control,0
783521,10.0,125.0,93.5,F,2.0,1201642.6,2.0,5.0,Control,4
2605545,15.0,181.0,36.5,F,2.0,98777.28,6.0,9.0,Control,4
768381,6.0,83.0,52.0,U,2.0,87045.73999999999,6.0,9.0,Control,4
9625484,14.0,179.0,60.0,F,2.0,32123.88,1.0,4.0,Control,4
3219916,8.0,107.0,37.0,F,2.0,75826.04000000001,0.0,3.0,Control,3
9717954,5.0,70.0,37.0,U,2.0,49807.09,6.0,9.0,Control,2
4882149,9.0,118.0,42.5,U,2.0,65257.38,6.0,9.0,Control,4
2823601,8.0,102.0,66.0,U,2.0,65374.81,2.0,5.0,Control,3
1511326,6.0,72.0,24.0,U,3.0,65955.1,6.0,9.0,Control,3
6455842,7.0,85.0,21.0,U,2.0,51450.66,5.0,8.0,Control,2
177876,6.0,73.0,19.5,U,2.0,37795.9,1.0,4.0,Control,4
2917410,14.0,173.0,31.5,F,2.0,112928.9,0.0,3.0,Control,4
5990202,13.0,156.0,32.5,M,2.0,30829.25,5.0,8.0,Control,4
5023186,13.0,166.0,61.5,F,2.0,265336.94,0.0,3.0,Control,4
9438460,6.0,83.0,62.5,U,2.0,44877.67999999999,1.0,4.0,Control,4
2089991,29.0,353.0,58.5,M,3.0,125632.94,6.0,9.0,Control,4
8036434,5.0,70.0,31.5,U,3.0,296004.8,1.0,4.0,Control,4
5061955,14.0,169.0,33.0,F,2.0,83167.51,4.0,7.0,Control,4
564806,13.0,162.0,25.5,F,5.0,455491.25,6.0,9.0,Control,4
4806480,12.0,150.0,27.5,M,2.0,36136.21,0.0,3.0,Control,4
533966,14.0,179.0,58.0,F,3.0,38595.32,4.0,7.0,Control,4
2298096,15.0,190.0,50.5,M,2.0,837276.91,6.0,9.0,Control,4
2365879,5.0,69.0,56.5,U,2.0,49768.05,1.0,4.0,Control,4
1187270,5.0,70.0,18.5,U,2.0,26016.43,0.0,3.0,Control,4
3730863,4.0,59.0,25.5,U,2.0,31508.15,0.0,3.0,Control,4
1200760,4.0,56.0,33.5,U,2.0,30880.14,3.0,6.0,Control,4
3394368,15.0,188.0,50.0,F,2.0,31299.3,6.0,9.0,Control,0
6974637,13.0,167.0,50.0,M,2.0,62286.87,1.0,4.0,Control,0
3243036,15.0,181.0,59.0,F,2.0,128119.96,2.0,5.0,Control,4
59782,6.0,83.0,65.5,U,2.0,368237.57,2.0,5.0,Control,4
3501547,13.0,156.0,35.5,M,2.0,102157.53,4.0,7.0,Control,4
6251197,5.0,70.0,35.0,U,2.0,52499.52,6.0,9.0,Control,0
3416779,15.0,189.0,34.5,F,2.0,80829.12,3.0,6.0,Control,4
6582144,10.0,120.0,33.0,F,2.0,104653.55,6.0,9.0,Control,3
5668922,7.0,84.0,41.0,F,2.0,440502.78,6.0,9.0,Control,2
3648974,7.0,90.0,31.5,U,2.0,59671.38,0.0,3.0,Control,4
