client_id,visitor_id,visit_id,process_step,date_time,device_change
2519283,935414220_57888436374,991552020_57954882679_208860,start,2017-06-07 20:04:37,True
2519283,719388742_82262421516,558059152_62391385752_466040,start,2017-06-14 13:01:19,True
2521426,877923690_28478780203,270726143_23478668992_129873,start,2017-04-03 13:13:41,True
2521426,281076515_98966445278,788739300_2471038795_251480,start,2017-04-03 15:29:39,True
2522259,999209582_85834852547,866327446_92390203501_564502,start,2017-03-29 18:54:29,True
2522259,725490960_24516414256,10871633_1705641651_226934,start,2017-04-03 13:17:38,True
2522435,848757315_42115885369,802301660_73612812872_858826,start,2017-04-15 11:55:30,True
2522435,428056489_12649293302,905211564_97385555995_357328,start,2017-04-25 15:02:54,True
2524300,849317671_49015701890,979817741_57647744701_992709,start,2017-03-29 22:25:22,True
2524300,258260246_22090668746,224553982_41227721488_189954,confirm,2017-04-03 21:45:33,True
2524970,645995688_45762146524,162308458_34078995195_673939,start,2017-05-24 14:34:11,True
2524970,509562078_55526750401,141491353_17338875405_682558,start,2017-06-07 17:33:05,True
2525382,221009777_79954843693,6902730_95317187742_905752,start,2017-04-08 10:27:15,True
2525382,809203592_66968661723,900910885_55642226059_149579,start,2017-04-17 10:15:13,True
2529228,966553184_40426916452,813555214_32003062301_893876,start,2017-05-14 11:50:58,True
2529228,694571268_43632376135,677630492_37594341516_301993,confirm,2017-05-15 15:24:56,True
2529508,365029077_68734956412,904086559_52426662169_791367,start,2017-05-12 12:44:53,True
2529508,316915435_90288978737,714819029_69940546809_350317,start,2017-05-21 20:20:49,True
2529508,150233620_79881172468,700351131_61481387502_771383,start,2017-06-12 21:29:16,True
2529508,444558137_67439741517,674002487_66854061975_304726,start,2017-06-14 18:58:20,True
2529944,330353523_28291219922,462164398_3236180130_472865,start,2017-04-05 21:14:58,True
2529944,500895290_77799176151,142467012_76785782272_214130,start,2017-04-09 22:19:00,True
2531325,530599800_25398781646,372285163_74831236856_812223,start,2017-03-29 18:57:12,True
2531325,556649894_91029772779,486534993_60120761400_461576,start,2017-04-12 20:09:41,True
2531791,180875752_81425503223,766493889_92949158572_872655,start,2017-04-05 10:42:55,True
2531791,757847352_12933518310,820045662_86257892880_395253,start,2017-04-06 10:21:33,True
2531791,47870256_50132658316,742418872_61948251074_869339,start,2017-04-08 07:10:06,True
2531791,204861417_93530525984,774386305_61323149930_651881,start,2017-04-09 08:59:09,True
2531791,757847352_12933518310,796698232_65769578951_50240,step_1,2017-04-09 09:04:40,True
2531946,749706345_72486782295,333684546_16078788807_162852,start,2017-04-01 16:54:12,True
2531946,629992474_51483938597,977055616_59726061295_253590,start,2017-04-01 17:07:28,True
2533612,68839485_43245008214,345068366_95694291192_809890,start,2017-04-11 12:16:50,True
2533612,375709087_32385595632,564781349_67934639043_645109,start,2017-04-13 12:33:36,True
2536995,706620151_99653206830,880416651_1268230300_156573,start,2017-04-25 07:32:10,True
2536995,116344291_6130704866,919278402_76138107540_529010,confirm,2017-04-27 08:14:39,True
2540907,971381619_66976704478,288173159_28244129169_926259,start,2017-03-29 11:24:16,True
2540907,163947765_50217741658,100321067_78502191718_46799,start,2017-03-29 11:32:25,True
2541030,91483140_57590698003,185787595_60142245707_832587,start,2017-06-03 22:10:15,True
2541030,963485355_34380961060,682513367_41580540081_320975,start,2017-06-18 23:21:53,True
2541450,560506718_96584061494,409100772_7441806664_914359,start,2017-04-12 13:17:35,True
2541450,871734125_72864662232,337290830_95101324786_235552,start,2017-04-13 01:05:00,True
2542167,166528287_63728978219,677660380_15730096612_790440,start,2017-05-24 13:27:40,True
2542167,119837784_187680433,610922780_63122070093_243992,confirm,2017-05-25 07:25:17,True
2544211,64704254_55129311392,87707628_4553913002_555828,start,2017-05-27 14:51:57,True
2544211,589420103_85991945549,552940078_26945217232_996296,start,2017-05-31 11:27:53,True
2544211,633586204_39524241321,699392980_30186181143_19995,start,2017-05-31 14:37:37,True
2544211,918310346_78652536903,98768389_68732373146_704334,start,2017-06-12 13:29:12,True
2544211,289652168_76167406451,426470732_96813924828_655767,confirm,2017-06-13 10:02:18,True
2544462,9094117_73288201130,739320611_45386824269_605780,start,2017-06-07 11:15:37,True
2544462,170098016_86471203025,578875358_30645487763_136651,start,2017-06-09 16:27:07,True
2548888,190166031_31529178859,304889060_88250051488_300155,start,2017-03-30 10:28:38,True
2548888,270369438_27952663248,850667848_24855048010_262002,start,2017-04-02 10:47:11,True
2549698,338150985_79981440678,954076479_44600566407_241335,start,2017-04-05 12:22:56,True
2549698,113737142_55235884054,893690299_88700119052_842715,start,2017-04-16 16:56:15,True
2551192,1255646_42548114468,232269556_63638214353_208902,start,2017-04-13 19:21:08,True
2551192,533629660_54672437398,546590478_75065758655_822269,start,2017-05-09 19:36:34,True
2551456,651442681_49306274723,239807969_46067630552_58059,start,2017-05-19 07:45:08,True
2551456,266513526_26482206642,478233647_37727456092_220555,start,2017-05-31 12:22:01,True
2551671,290247395_80038925163,90141296_40929602824_238193,start,2017-04-11 00:11:45,True
2551671,937286677_35498650745,806392942_98059988857_256393,start,2017-05-20 12:46:51,True
2553299,551479864_29969816303,785048620_47799176536_805136,start,2017-03-29 19:19:47,True
2553299,14254993_67023724652,757980214_27058576728_354900,confirm,2017-03-30 09:59:36,True
2553421,815477843_5095723517,523544492_37088892642_643350,start,2017-06-14 12:28:05,True
2553421,382230898_539988477,588999365_5360587327_227943,start,2017-06-16 15:55:26,True
2553543,345839825_22870328947,946858128_47212449469_848854,start,2017-05-31 09:09:47,True
2553543,984031987_36715889535,862180107_69734490303_114998,confirm,2017-06-05 00:32:36,True
2553718,396296445_7134659686,265812227_31778307631_633104,start,2017-04-19 11:05:46,True
2553718,492729245_21895219961,755280012_45218300606_385228,start,2017-04-19 20:58:49,True
2553718,87661412_81235717032,735379432_45529538380_244606,start,2017-04-20 08:40:44,True
2554918,656530202_28252549043,685639418_27457986244_447784,start,2017-04-07 15:51:28,True
2554918,129556317_28601607040,348599088_67657632255_81101,start,2017-04-09 16:37:39,True
2555035,249138149_40048393020,128734978_35750919906_783921,start,2017-05-31 07:41:23,True
2555035,879676283_84548293814,625979123_89486707376_349437,start,2017-06-07 19:03:42,True
2555035,782196614_13934328787,851329756_98344194084_59925,start,2017-06-17 16:12:12,True
2555657,485228952_62482557899,365708568_21751547714_726972,start,2017-03-29 16:53:39,True
2555657,327360742_40996575736,918454084_28836018207_933728,confirm,2017-03-30 08:28:37,True
2559643,921897813_20486214383,44662749_15969301583_503591,start,2017-04-06 11:25:55,True
2559643,715277360_96307725422,276203956_67644262851_988270,start,2017-06-05 16:42:44,True
2560036,182968430_45131542009,611916662_91576375331_91605,start,2017-05-16 14:21:41,True
2560036,201137215_93430998434,446553035_25815312406_115801,start,2017-06-18 10:07:41,True
2560413,729416622_24234770247,18996475_50668593897_843031,start,2017-06-02 15:41:04,True
2560413,548064056_98155235787,377554106_87352885901_307318,confirm,2017-06-14 00:50:36,True
2562836,139270590_96520078510,180760279_77794892860_782077,start,2017-03-31 17:31:31,True
2562836,705204393_49344802238,218381927_56476991830_699171,confirm,2017-04-15 12:02:44,True
2563719,937435398_65670290554,81142038_51110747385_908403,start,2017-06-01 11:25:10,True
2563719,717333388_18345542512,707714105_30799944434_25360,confirm,2017-06-05 14:26:34,True
2564569,635120737_17057155167,994057320_81693270157_400591,start,2017-05-24 19:32:46,True
2564569,473100948_68957376805,866269655_88023143153_141148,confirm,2017-05-29 19:17:31,True
2566669,814589552_24854836364,870231040_33499643485_695192,start,2017-06-05 20:49:03,True
2566669,261186109_39146944473,644862314_76152251576_615139,start,2017-06-08 20:11:24,True
2566669,253303878_99263030229,529696067_25512399803_167330,start,2017-06-08 22:43:47,True
2566669,123954704_44234800281,125574154_57966016037_77949,confirm,2017-06-09 09:30:05,True
2566879,282346696_20612235511,446735622_43262881107_637706,start,2017-06-15 20:21:18,True
2566879,11302987_21526215881,275697510_24460462200_671007,start,2017-06-15 20:36:34,True
2567369,824308179_78944221962,779965276_68101429612_316150,start,2017-04-03 13:19:47,True
2567369,294975068_2899984355,216186487_33036395206_60077,start,2017-05-17 23:46:05,True
2567457,436409176_6158152564,999392889_21264701138_686378,start,2017-05-27 16:30:04,True
2567457,694918958_28706803118,666813556_70584080846_576542,confirm,2017-06-06 16:26:48,True
2568838,272997159_26965950669,774953618_22931403712_185109,start,2017-04-07 11:59:33,True
2568838,523052523_19668503176,554887300_66055250286_711772,start,2017-04-19 13:13:31,True
2569266,726759361_70456112866,852384270_9239757365_214593,start,2017-03-29 11:44:25,True
2569266,226406657_45802729826,547803306_93745336699_555640,start,2017-04-12 21:35:16,True
2570257,270634328_60665083233,334244904_47569427342_98981,start,2017-04-19 09:18:45,True
2570257,145211427_16652262097,69344982_52634064026_664662,start,2017-06-07 10:10:55,True
2570518,146907051_13525504726,27998072_95880892467_149527,start,2017-04-07 19:42:43,True
2570518,382386864_15429275015,997354460_90439024978_635019,start,2017-05-06 14:38:51,True
2570581,299887692_42038497771,255289749_57282035250_299972,start,2017-04-11 21:23:53,True
2570581,866081540_83289789123,317650923_107083857_538165,start,2017-04-28 20:03:37,True
2571625,794679379_51828264569,880491655_84372206216_847538,start,2017-06-07 11:51:57,True
2571625,321224063_39577359259,467396238_82098643484_360212,start,2017-06-16 16:38:23,True
2572318,464192296_38471993722,69351744_65170195510_812968,start,2017-05-17 21:47:20,True
2572318,347163609_35374973978,437427922_60710129612_635069,confirm,2017-05-20 21:28:17,True
2572416,522691936_16279225451,348750031_56878462480_720172,confirm,2017-03-29 11:15:49,True
2572416,321457589_38293495209,507455255_12926431462_633023,confirm,2017-05-04 05:45:26,True
2572556,751297802_88037493540,424361173_77286254329_641120,start,2017-04-01 09:06:10,True
2572556,341526616_66493210032,919279741_22090237176_60337,start,2017-05-24 13:00:31,True
2574779,285468454_66807228136,704057454_84424109693_100673,start,2017-06-01 18:36:16,True
2574779,75303209_96940035880,838039910_46093932851_508591,start,2017-06-16 09:00:31,True
2576164,421380796_14600062057,895406723_83112731677_319576,start,2017-06-07 08:23:49,True
2576164,975262615_94022593378,947670402_9023922731_879135,start,2017-06-11 08:13:24,True
2576489,936414452_9038678778,735269422_78453822464_392278,start,2017-03-30 08:28:23,True
2576489,665146747_33222110786,641093577_68521855058_46725,start,2017-04-19 07:43:45,True
2576489,443239713_68338191254,849740414_19313418888_503314,start,2017-05-11 07:51:46,True
2577121,611262377_6212287169,209903332_37767937514_447213,start,2017-05-29 15:48:05,True
2577121,366412821_7077581239,974490781_81993218978_683559,start,2017-06-15 00:08:45,True
2579111,991399405_65599788931,313837150_57525744507_508018,start,2017-04-05 10:41:54,True
2579111,203853442_27708746148,246184293_17652550459_483177,start,2017-04-06 09:34:11,True
2580669,293141865_21788065092,805633920_13592616603_251546,start,2017-04-12 11:24:45,True
2580669,475060344_95047003445,487891317_71886761172_66907,start,2017-04-17 17:49:49,True
2582689,44183143_82927124332,890347667_69320083353_705987,start,2017-04-05 11:40:16,True
2582689,621301112_78431711712,313370749_71119985175_560402,start,2017-04-06 09:46:38,True
2583044,183258162_45372070422,835708587_59658069184_860223,start,2017-05-25 16:24:52,True
2583044,258514858_48883957849,753783255_85858594964_365811,confirm,2017-05-27 14:38:05,True
2584059,854259883_54907884302,265208869_31224249406_913670,start,2017-04-09 22:14:02,True
2584059,275094252_28070777384,967883255_9036103127_362842,start,2017-04-09 22:14:58,True
2584387,799482294_48093346388,104455207_26549011733_252030,start,2017-03-30 10:35:51,True
2584387,418631789_9062010299,463528365_47451007651_113295,start,2017-03-30 10:37:04,True
2585085,892820407_75785418557,641620105_65762957012_691805,start,2017-04-09 09:12:16,True
2585085,611528796_33744308906,735741512_22190857268_671342,start,2017-04-19 09:29:07,True
2585296,426615314_39912629019,700750283_89326083324_565584,start,2017-03-30 17:36:38,True
2585296,676077681_71268362017,350589007_87265060536_731924,start,2017-03-30 22:58:34,True
2585296,116982408_1832805151,764604790_13629921085_753481,start,2017-03-31 15:04:41,True
2586913,155986957_77424575699,799154329_29247843096_343046,start,2017-04-08 21:20:04,True
2586913,239540338_97261486332,62271871_7803927907_176166,start,2017-06-08 12:13:03,True
2587826,55563757_89013391917,144233651_28595270414_949081,start,2017-04-08 17:19:04,True
2587826,191443578_21366226681,794258092_16634802531_582676,confirm,2017-06-11 12:06:23,True
2590991,316677714_41111207584,409797629_84681843163_702576,start,2017-06-02 09:11:49,True
2590991,519869472_75828025018,88671852_83773495228_324386,start,2017-06-18 09:00:50,True
2590991,566261283_61998660038,89813949_43626384190_482144,start,2017-06-18 09:41:14,True
2591793,699856596_30436075928,205660363_63283479999_755500,start,2017-04-03 20:29:35,True
2591793,939481125_33281383355,461241240_55281055486_249597,start,2017-06-02 14:06:32,True
2592125,495498209_57595174043,888393804_54565955185_163926,start,2017-03-29 11:58:14,True
2592125,872557039_49721038933,978535249_52989827930_417205,start,2017-04-03 08:33:24,True
2593397,768542588_17063941728,306885960_30465769742_972233,start,2017-04-10 19:25:33,True
2593397,670076359_21513300166,630037889_40791133157_457260,start,2017-04-13 19:52:36,True
2593397,768542588_17063941728,198625928_28221696262_404113,start,2017-05-21 18:57:40,True
2593577,572887112_19442304484,164261955_91839339849_840631,start,2017-06-11 07:01:49,True
2593577,135392584_98193232257,171790057_52173626854_733674,start,2017-06-14 06:28:10,True
2593577,662969741_68333531243,198945691_97042580560_987298,start,2017-06-18 17:09:15,True
2594549,657058793_82685029371,374217726_6662035793_109779,confirm,2017-04-02 09:30:00,True
2594549,48995297_306472411,67706446_22382634041_615099,confirm,2017-04-16 08:39:26,True
2594614,351411225_97583667614,103925915_87560969444_561630,start,2017-03-29 14:06:27,True
2594614,314879032_17804141034,201843538_64291808603_57948,confirm,2017-06-05 14:57:42,True
2594974,363474590_27227461996,162645954_34993916762_769339,start,2017-03-31 16:44:43,True
2594974,19892821_15609121300,455616331_2572484042_326024,start,2017-04-05 14:47:15,True
2595308,220361519_75906216355,570747570_66551735838_233695,start,2017-06-10 08:12:42,True
2595308,71142799_81899561957,46182681_24587151008_475300,start,2017-06-10 13:41:59,True
2598410,589320386_41000856061,918554773_33250445965_304687,start,2017-06-03 16:47:39,True
2598410,58630284_88079399465,718850367_86349641081_971605,start,2017-06-04 15:51:01,True
2598410,69405993_60735382411,916819483_89958884654_287525,start,2017-06-05 16:59:23,True
2600081,175391238_82423812401,159442692_64448409816_388023,start,2017-05-10 08:07:17,True
2600081,687620112_68308890094,703562114_38167833195_445584,start,2017-05-11 05:58:43,True
2600734,717427812_4695875023,579531179_24018422464_239390,start,2017-04-07 14:43:47,True
2600734,367009522_42153043059,995935969_67865245631_943329,confirm,2017-04-10 20:34:22,True
2600988,116335015_91072243147,30247852_13000303324_91690,start,2017-04-14 21:27:00,True
2600988,250505963_9566281321,533960697_87792562127_169446,start,2017-04-19 17:17:24,True
2600988,116335015_91072243147,843077652_11120240299_962125,start,2017-05-03 22:42:16,True
2602884,9064581_3779856967,920627288_33319582860_876276,start,2017-03-30 08:46:52,True
2602884,505126854_73324119265,147496866_27474203899_262268,start,2017-04-16 21:03:34,True
2603643,16012733_39681358141,195578499_98334909131_762142,start,2017-05-11 12:48:18,True
2603643,731312922_51973548555,451210462_27504633815_645145,step_1,2017-05-11 13:32:06,True
2603643,861867109_48251726990,598294713_9117238491_297109,confirm,2017-05-14 13:56:31,True
2605731,443063360_27075547200,882355087_4432470033_719400,start,2017-06-02 09:50:34,True
2605731,516515307_65461796915,351970062_29874462752_454941,step_3,2017-06-10 06:46:18,True
2605731,443063360_27075547200,944353286_44620097020_212515,step_1,2017-06-14 10:51:23,True
2608135,370477716_6709121557,573260369_37395298522_58304,start,2017-03-30 08:45:39,True
2608135,482145183_56245649208,776520514_26679409890_478094,start,2017-04-21 18:14:42,True
2608165,748421028_58491342233,635642137_87035134376_415464,start,2017-05-29 11:52:25,True
2608165,601877744_37954737647,768312361_75322509522_100596,start,2017-05-29 11:55:13,True
2608655,242581201_84014294923,952388167_73403561653_958529,start,2017-05-24 06:17:53,True
2608655,504069552_36393490382,539140619_33857575555_670435,start,2017-06-17 15:27:14,True
2609275,517122618_51574104119,838405471_90298777219_645577,start,2017-04-02 16:08:47,True
2609275,686775719_40659146123,437630864_82888455060_202081,start,2017-04-02 17:05:08,True
2610631,813789206_13509508119,861395008_89336712535_729024,start,2017-03-30 01:00:31,True
2610631,233169447_3899335347,442019423_20808514831_140255,start,2017-04-03 12:40:01,True
2610631,181541859_41599404160,370809859_94784316231_467002,start,2017-04-09 23:44:39,True
2610746,551093113_46902489126,706162147_23262835463_957155,start,2017-04-05 11:42:33,True
2610746,644936355_231316061,481030749_74620760511_196588,confirm,2017-05-12 01:07:17,True
2612292,372286695_37674455090,227792280_44776118256_301707,start,2017-04-10 12:24:20,True
2612292,152643724_33555923986,276401287_3777595540_582054,confirm,2017-04-11 22:58:47,True
2612298,481065663_89632108129,696218545_31250326492_844886,start,2017-06-06 12:08:07,True
2612298,794339751_41763418692,511213807_47219283209_587249,start,2017-06-14 11:17:54,True
2612987,368549614_91660144413,921033039_11539167099_341394,start,2017-04-16 13:46:56,True
2612987,906038500_16156403983,948223758_86221904809_849533,start,2017-04-20 14:50:38,True
2612987,180494695_29009344003,235123863_97837845928_388806,start,2017-04-20 15:06:10,True
2612987,398422292_78207782337,326807007_97237640792_469197,start,2017-05-05 13:05:45,True
2613481,821416742_79461085543,781304319_24825827986_522362,start,2017-04-07 20:10:41,True
2613481,551179624_81677296215,357090788_47971497325_824269,start,2017-04-24 13:31:37,True
2614394,36647899_52843903473,34438734_44951497496_597793,start,2017-03-30 10:42:15,True
2614394,401140045_78582582937,661472737_93964158671_306084,start,2017-04-01 21:04:35,True
2614752,484088193_5105810614,159313366_25706136912_212855,start,2017-03-29 18:12:04,True
2614752,885883749_80678063479,896238977_39581470555_136615,start,2017-04-18 14:12:26,True
2614773,356229849_15922039117,594204759_74618273031_475706,start,2017-05-28 08:07:39,True
2614773,119410849_48858083432,13561912_2549784233_398975,start,2017-05-31 12:17:53,True
2615187,904889537_49997133189,238884807_69730282586_236606,start,2017-05-24 14:08:07,True
2615187,716729816_72760656869,642853044_55548341903_466807,start,2017-05-24 14:11:37,True
2615550,278167758_89359304222,110339211_4452462121_690293,start,2017-04-01 13:28:36,True
2615550,121425054_10103391590,925436708_36333809381_250464,start,2017-04-12 21:03:38,True
2617995,365155558_25573090782,953134536_96837445965_513664,start,2017-04-08 16:06:27,True
2617995,653350301_74532510716,721742792_2768335987_291836,start,2017-05-11 21:09:31,True
2618092,268371378_72041111835,769000918_88613454992_222831,start,2017-04-02 04:54:51,True
2618092,721020089_58286388042,526196665_10942239786_189411,start,2017-05-25 15:04:04,True
2619690,800428648_28570802989,849939484_33696718053_968821,start,2017-03-29 17:01:07,True
2619690,663976015_35463977886,164526388_65364149509_909329,start,2017-04-09 23:51:53,True
2620510,613802299_21887739703,655454612_11020523887_821760,start,2017-06-02 16:24:41,True
2620510,134143543_29843198266,766989841_43712434654_210498,confirm,2017-06-02 16:59:23,True
2622480,279894512_74130697627,419204203_5671406646_706897,start,2017-04-06 22:47:37,True
2622480,426561351_95440716416,636196951_83239341570_921741,confirm,2017-04-16 19:35:50,True
2622480,647239451_83811376125,251607938_57248374439_638803,confirm,2017-04-24 15:19:38,True
2623414,383100_13206663654,67704277_53939759332_177672,start,2017-04-12 12:27:56,True
2623414,911898811_31317668557,671343446_7462429136_377349,start,2017-04-12 15:18:31,True
2624304,75707327_22809399598,168450273_70446132039_651768,start,2017-03-31 21:25:28,True
2624304,251209684_86471417381,113754801_19217272183_460540,start,2017-05-15 09:01:07,True
2624414,189609237_41055094947,585181134_15082056756_700066,start,2017-06-12 19:03:14,True
2624414,492970492_55188131737,408466724_30826261567_780740,start,2017-06-20 08:48:50,True
2624414,189609237_41055094947,627771823_60357584614_156533,start,2017-06-20 17:25:35,True
2625922,619651569_97151233184,370355137_10494947406_582601,start,2017-03-30 16:29:21,True
2625922,790863208_16516849166,540048686_62292845595_447736,start,2017-04-12 11:13:52,True
2629010,351326736_15170315972,89372266_26021759048_312957,start,2017-03-29 14:14:11,True
2629010,824090328_64898659323,128094060_42267788423_878269,confirm,2017-06-07 17:42:52,True
2629094,67169740_53326488132,61015886_24324289410_560575,start,2017-05-24 20:53:27,True
2629094,337076813_28617417986,782662695_99691225379_608674,start,2017-06-01 06:00:07,True
2631084,932610002_38932976988,75313676_69858024902_755898,start,2017-04-02 10:54:08,True
2631084,529709431_67918601844,279236828_50550518549_569253,start,2017-05-09 10:17:47,True
2631761,132645390_12976428892,293530818_37897872782_336706,start,2017-03-29 13:46:56,True
2631761,840012803_90432161420,785756963_14282469597_316596,confirm,2017-04-03 16:10:37,True
2633307,779299225_53005311087,301438864_6349562855_190671,start,2017-03-25 00:29:02,True
2633307,612267200_2398323031,551500083_14114855897_513529,start,2017-04-05 11:05:08,True
2633307,779299225_53005311087,473302578_6939027096_206129,start,2017-04-07 00:26:33,True
2634257,323649932_81055120779,954371592_24069885416_133020,confirm,2017-05-08 11:23:13,True
2634257,530357404_54426248605,11984137_61122725977_633637,confirm,2017-06-16 04:51:12,True
2635828,918051443_81345813022,280166304_3657968740_729701,start,2017-03-29 11:44:20,True
2635828,910750923_77385140276,867694815_56483296708_644820,start,2017-04-21 13:28:32,True
2641426,38038235_95554689493,120648731_29285286098_784835,start,2017-04-13 09:04:20,True
2641426,87919602_83205557233,341632291_36077670389_556960,start,2017-04-16 11:41:08,True
2641426,38038235_95554689493,598350354_77719640968_73323,start,2017-05-13 11:07:52,True
2643816,717959979_88838317728,510013352_6971820497_164782,start,2017-04-05 11:30:53,True
2643816,868780697_11829955804,270209394_32984302262_540104,start,2017-04-05 11:40:06,True
2643816,717959979_88838317728,510013352_6971820497_164782,start,2017-04-05 11:40:18,True
2643816,868780697_11829955804,270209394_32984302262_540104,step_1,2017-04-05 11:42:53,True
2644182,228320397_5543189608,373272172_88144610860_124480,confirm,2017-03-29 15:46:23,True
2644182,251676285_54657223813,502602058_61152441488_253827,confirm,2017-05-20 14:18:22,True
2645926,495132076_21746796214,929382416_42577798356_285782,start,2017-04-10 17:37:55,True
2645926,391062296_32522756193,949347240_61669489593_700473,start,2017-04-16 10:56:48,True
2646302,701716618_80724453657,434778882_59391186435_500906,start,2017-06-01 11:33:23,True
2646302,696784339_19434322742,100898867_17112389945_930968,start,2017-06-05 22:36:28,True
2646807,635672407_14792429849,638458442_51770464418_277295,start,2017-03-28 21:43:14,True
2646807,423543841_29498523712,885883073_63722559538_774140,start,2017-04-12 11:02:55,True
2647168,205907354_97789846962,553213017_17132191906_520662,start,2017-06-15 10:11:43,True
2647168,91200179_25954736022,404181281_67138153108_904129,start,2017-06-15 10:18:36,True
2647744,496741841_99230690971,565221781_13974507621_845902,start,2017-04-12 11:21:08,True
2647744,97802163_38662373551,46446413_77405361523_565826,start,2017-04-20 16:14:33,True
2648130,230007603_60192273144,389786569_8101969298_403976,start,2017-03-29 13:27:33,True
2648130,381919501_24939749944,322790856_65273502891_904618,confirm,2017-04-04 11:37:37,True
2648618,617057417_10986110748,542825347_57803099544_826512,start,2017-04-17 11:43:09,True
2648618,616459911_38571000954,202962454_79651594665_762185,start,2017-05-26 10:04:44,True
2649382,578814149_85813704372,624680630_23457724611_107469,start,2017-04-27 16:54:15,True
2649382,727177252_49114734557,139007101_61960191897_568788,confirm,2017-05-23 11:26:38,True
2649482,369888556_56795571632,607519418_29997289696_253664,start,2017-04-07 18:39:43,True
2649482,594049842_30391903538,248145273_84537801993_172950,start,2017-06-18 20:50:53,True
2650979,594270216_45588996876,151471496_94003710289_20190,start,2017-05-04 19:23:44,True
2650979,450232276_36895886715,157893448_2274770156_842875,start,2017-05-16 22:11:08,True
2651828,774483979_68440455230,878600521_33079227535_782310,start,2017-04-10 10:43:27,True
2651828,458838872_64689318165,882515137_12259883328_247686,start,2017-05-31 11:33:10,True
2652577,759166178_75432275317,992742143_22162341041_546478,start,2017-06-05 17:14:58,True
2652577,874008949_69734859649,967764559_60988866510_37583,start,2017-06-06 11:07:53,True
2652577,592460608_98060558816,225646351_60342728399_534054,start,2017-06-07 13:50:44,True
2652577,109391661_45362418357,280677849_13196141631_808906,confirm,2017-06-09 09:08:46,True
2653282,113355068_6202213195,946288462_66712955771_410181,start,2017-04-07 14:46:07,True
2653282,724695570_37541348501,404771454_67421318868_627683,start,2017-04-19 13:38:42,True
2653282,536574153_43999741977,525536541_36051145460_293583,start,2017-04-26 13:14:28,True
2653512,499675341_64135278001,823358210_29530379853_237834,start,2017-06-01 15:41:08,True
2653512,917683264_74990295041,671525535_69765445015_493086,start,2017-06-08 13:17:31,True
2653512,442691708_35929642586,703182282_92751181329_965301,confirm,2017-06-09 19:20:47,True
2654378,576286400_95519169753,77524179_10298057597_190527,start,2017-06-07 14:49:32,True
2654378,822680741_50134505292,708060298_41239139125_626456,start,2017-06-07 16:15:42,True
2655032,327636156_71436657737,59606058_89665304262_163005,start,2017-04-22 20:09:01,True
2655032,737599352_59245646393,417000572_6913708940_67754,start,2017-04-25 13:17:24,True
2658770,42335162_95029392091,986085471_9840766973_152775,start,2017-04-05 13:01:34,True
2658770,508455561_45091147001,616600992_33417986718_927702,start,2017-04-20 11:52:27,True
2659958,536117522_85800986037,71895654_94626249912_997184,start,2017-03-29 12:56:04,True
2659958,801791826_50494750443,970201182_28405205175_314932,start,2017-04-01 14:07:43,True
2661574,998464591_27733845436,345653188_8457418654_425112,start,2017-04-05 11:53:21,True
2661574,85239503_85086702768,860868499_40336086843_46885,start,2017-04-06 14:25:16,True
2662070,874668793_87112486754,833726143_87509489503_80234,start,2017-06-04 19:19:30,True
2662070,761485051_7628870833,677209718_63535297614_388452,confirm,2017-06-06 08:22:26,True
2664345,467658351_3660417756,309664139_51741602367_480865,start,2017-04-06 14:45:22,True
2664345,126772983_21653020572,642167770_98790075315_811939,start,2017-04-09 13:26:52,True
2664805,237131628_732794052,560143131_36810356266_132151,start,2017-06-01 11:27:43,True
2664805,360036291_64572414129,855979947_18648353478_294098,start,2017-06-14 11:48:13,True
2664922,733442430_42784957186,383190235_82026763707_508360,start,2017-04-01 12:49:30,True
2664922,133205957_26211458087,864771836_26507816411_733707,start,2017-04-08 12:09:49,True
2666869,505371900_58243274841,84496103_83189418112_968147,start,2017-05-18 16:16:47,True
2666869,532195015_9292974130,692500169_78143423192_263837,confirm,2017-05-19 10:51:56,True
2667297,909244184_61707723058,856074917_62163225846_144980,start,2017-04-05 19:57:36,True
2667297,245734346_49641804551,701378967_27762664476_546854,start,2017-04-20 13:04:39,True
2667527,470440241_69352087942,556340019_49198446525_707879,start,2017-03-30 20:24:40,True
2667527,314975943_15749394456,931155529_60655607125_442790,start,2017-04-03 13:51:11,True
2669177,57705906_82777862565,936561819_16208825262_936071,start,2017-05-22 18:51:22,True
2669177,881932838_56406182870,877139973_25682381715_612886,confirm,2017-05-25 21:29:02,True
2671272,176075244_68724693887,939779213_30818574539_739303,start,2017-03-30 13:09:52,True
2671272,686685437_72633786263,939130910_65374724340_698295,start,2017-04-27 22:29:37,True
2671272,909492038_19203553297,626772049_53730930602_994300,start,2017-06-20 09:02:06,True
2672398,526231885_12411857508,906142901_19255270975_511355,start,2017-04-06 21:41:50,True
2672398,637818125_83959467815,325791351_46827138500_455822,start,2017-04-10 20:18:21,True
2672398,65441469_79408804904,884821746_36868454989_713776,start,2017-04-10 20:55:22,True
2674124,483644509_14354736177,39996201_83733094550_979825,start,2017-05-23 19:11:33,True
2674124,170962029_67562604972,171052835_50935514291_224769,start,2017-06-20 21:53:40,True
2677300,356830423_77794000095,458563246_79667120029_661578,start,2017-04-03 11:53:24,True
2677300,146076669_12642820775,788607601_65663673910_396039,start,2017-04-14 15:19:54,True
